"Data Source","World Development Indicators",

"Last Updated Date","2022-02-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Bangladesh","BGD","GDP per capita (current LCU)","NY.GDP.PCAP.CN","427.369166237707","468.457418794067","480.586241174019","489.126799490165","481.061319193704","511.903913387269","540.793772298305","589.779040133482","589.668491576247","648.707456066563","672.013012231848","641.046836386731","566.290062277164","930.294211908147","1449.97146731742","2463.71669208782","2096.77781002296","2032.34382641753","2661.63328517033","3055.7144845338","3525.59982233941","4046.59473818429","4423.2046911426","4856.96431575173","5349.91596424239","6381.80171957704","7009.74216599843","7873.20868559771","8445.82775508001","9175.11742531166","10076.2407249869","10465.8270321842","11070.416031648","11361.0072641082","12011.2747872309","13242.8478576956","16143.9454186827","17143.9930990341","18497.2845993805","19690.8362755693","21033.0484776566","22395.2564553469","23723.2006319053","25841.3881256901","27980.4359306278","30716.9093247081","34227.4351528515","38539.0601192913","43566.4628499563","48317.477506136","54042.7823105218","61352.5539029682","69878.4091151029","78483.3779895712","86959.4317817377","97007.44393088","109690.793195783","123731.721257133","139455.021617648","155936.355525499","166333.272376156",
"Bulgaria","BGR","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","","","","","","","","","","","","","","","","2.91044384522546","3.12874074202375","3.25350601634524","3.33506418197043","3.53443081712893","3.63764622851708","3.84272637796264","4.0719917684712","4.26936820641131","4.45863747232728","5.2063656068295","15.7199062551442","23.5124290353206","35.2796219875257","62.2483964464882","151.756820401265","261.531448818856","2289.72585402333","3204.64112791587","3050.06440436196","3442.38517867188","3868.91479761503","4347.07313018069","4712.07358867351","5339.12757261373","6138.8446125668","7052.79316386665","8409.81411303244","9715.01493281136","9830.34781782868","10124.6264163322","11039.8509701799","11312.232681366","11320.0988559713","11648.8127389798","12482.5671974233","13382.8385445091","14519.7018858394","15653.183178964","17259.0821273837","17298.9367631884",
"Bahrain","BHR","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","","","","","","","","","","","","","","","","3217.86511140687","3485.24537581525","3551.7278010535","3542.43021205647","3606.04371453198","3273.74424215837","2647.65455224948","2840.65450431087","2992.48921964411","3019.65781230188","3206.92359964269","3404.92229707197","3415.14332360892","3646.50548663588","3809.02145235539","3901.73443936292","3964.84280087996","4012.76139761685","3788.67747438883","3910.98736921482","5127.29269797325","4838.43452082288","4906.76605816579","5347.48583551216","5958.28623624142","6752.73320684648","7259.62336045775","7887.14230001429","8672.98556939653","7277.82629791363","7791.49850426799","8465.3402213976","8894.04296499382","9303.85565641518","9396.02851041822","8510.41620348536","8500.77816345009","8927.34444074837","9056.31945152411","8855.52571223839","7674.14225459469",
"Bahamas, The","BHS","GDP per capita (current LCU)","NY.GDP.PCAP.CN","1581.27305262389","1684.34402661594","1787.89680573448","1904.35055756243","2034.32930705658","2187.63387119806","2369.15993195838","2607.76695212323","2860.42055367858","3279.45697500989","3185.22104666541","3297.41106651178","3322.21991083025","3696.0318203604","3416.43931822479","3156.25082717912","3328.61593650695","3617.45306950786","4131.38642657905","5533.25193819147","6340.78703066162","6624.99245312812","7168.16088508597","7698.08303160888","8877.70591484605","9893.04200290734","10344.3226508242","11156.5572523791","11387.709081798","12163.4397667416","12356.2309982945","11919.8335676821","11686.7397416813","11406.858133658","11814.4347088443","12238.6046063409","12708.6414536235","22036.1006810202","23514.1775636614","26130.0129564073","27098.1563186767","27486.2367737544","28867.0824977166","28327.8136706662","28396.0137099278","30279.3922080481","30713.7980618188","31472.2855356015","30627.3277467412","28552.5171624714","28443.8884756689","28005.9124040903","29485.8642228279","28583.0232976179","30065.1602023609","31776.0555852485","31732.9191396131","32376.5091722572","33290.028135413","33799.4176940891","25194.0251444381",
"Bosnia and Herzegovina","BIH","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","516.800723073918","698.60315185311","1113.70200819834","1704.27668646465","1939.87689384303","2298.20858465659","3150.90576590901","3375.88229530264","3719.32428121107","3914.75420060335","4250.08580849983","4687.59161489263","5326.68444489468","5992.32288746539","6797.43087762343","6637.81732489515","6845.25790465702","7164.71524006178","7274.03978956572","7559.07218374763","7856.94338048744","8336.55152182826","8831.10970205208","9361.75375216244","10061.603602243","10692.4487685239","10436.4787408007",
"Belarus","BLR","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.24953588787035E-05","8.82867947479167E-05","0.000900506730798407","0.00962003310854034","0.173981405022316","1.19094577887352","1.88825923619398","3.62572205815447","6.97144141613705","30.1799448634242","91.5246186975242","172.967872747569","264.945241764573","373.234018754589","513.782629777601","673.299589245146","825.274619559718","1016.27212266392","1362.20617475783","1494.97668651008","1797.43513067919","3247.26899968642","5796.82657770284","7102.33521203752","8528.24703141181","9503.12733985014","10026.9510809526","11179.6514405504","12959.263295011","14303.1381485597","15672.3616496119",
"Belize","BLZ","GDP per capita (current LCU)","NY.GDP.PCAP.CN","435.585654081766","452.028511087645","467.295055035321","481.349772874757","501.668784988697","539.954768186958","580.714782163368","609.545103675903","646.189635118253","662.368259983734","727.591173967132","778.07604471333","831.288536554675","987.671508345322","1344.19862153003","1603.58386360908","1599.04693546836","1717.64362362216","1961.50386760209","2148.58954579553","2746.43368940743","2657.54824297762","2405.5863510253","2465.70640425262","2674.07523988725","2578.78148734165","2732.08334702176","3224.66266955654","3576.00263957648","4023.89359304462","4394.32318683874","4653.44832998493","5337.06284349849","5669.37685009488","5764.30416652205","5995.52091688329","6006.36525320603","5908.45447365452","5986.0671971092","6132.19027613305","6728.98346205168","6808.84117176596","7052.16302636945","7301.21294000624","7604.52632035759","7770.06814706235","8310.64776994419","8504.79080764202","8808.61639647744","8373.0399961863","8541.5601693207","8846.99368472281","9011.20118625974","9137.28245598229","9436.87316244709","9540.46531127777","9713.94649706223","9891.71539734453","10002.8443132687","10157.6198888354","8230.35401591244",
"Bermuda","BMU","GDP per capita (current LCU)","NY.GDP.PCAP.CN","1630.63063063063","1681.31868131868","1731.75965665236","1731.65618448637","1885.48057259714","1956.0878243513","2254.90196078431","2592.30769230769","2830.18867924528","3053.7037037037","3387.27272727273","3866.30036630037","4343.17343173432","5009.2936802974","5853.93258426966","6509.43396226415","7261.27819548872","8370.78651685393","8876.86567164179","9613.38289962825","11218.2178159868","13425.9769663942","14166.1712925391","15902.0203826211","17469.8255675877","18269.5355197019","20450.6645289464","22411.7956749468","24253.1755188784","25517.9217212488","26841.5197383946","27700.3100591315","28669.6817134568","30900.6942794093","31476.0637221848","33989.7231613832","44826.7890701658","48478.8832504091","51371.7408069836","54245.459737293","56284.1686478094","58883.9594265967","62583.1002034588","66111.7252270035","70359.3191088798","75882.0338560339","95221.8588720301","104287.387498459","106935.486341979","101407.764031934","101875.28407346","97774.1620717428","98431.8651810241","99471.6388978631","98467.683993982","102005.62564189","106885.878489327","111820.581466347","113023.185594268","117098.446325474","107079.479836627",
"Bolivia","BOL","GDP per capita (current LCU)","NY.GDP.PCAP.CN","0.00122478746697053","0.00130653260941272","0.00140073773414434","0.00147865882345056","0.0016329948336925","0.00177772715849626","0.00192843352738145","0.00213344649620796","0.00237159926115561","0.00251614855209822","0.00269446682027938","0.00284083468507243","0.00357082448457968","0.00528049384903538","0.00859024416766449","0.00962088113899012","0.0106908084509543","0.0123523096529567","0.0140697399000851","0.0165146795015317","0.0198927155384689","0.0252760264962969","0.0615718643410159","0.211703994665599","3.19567184429264","382.906920669444","1205.83506851738","1378.9602199284","1642.09389272676","1888.66017359912","2249.59915301728","2728.69543786626","3074.18812423046","3344.6529858303","3701.23367572044","4229.02919237074","4825.21581722085","5246.50237299043","5782.8464987419","5832.11700136586","6168.54674416478","6269.09059928832","6483.29898515605","6951.01057510707","7677.33765543535","8342.86241317305","9765.13150143224","10776.7798462468","12415.1929078121","12314.5504355682","13720.8774559555","16276.5456240846","18034.2746846499","20095.6645597805","21295.7826684096","20978.5641353442","21259.6959996652","23156.2692159431","24520.7622912771","24544.7908696158","21649.7196402159",
"Brazil","BRA","GDP per capita (current LCU)","NY.GDP.PCAP.CN","1.60338233011198E-11","2.27680909203923E-11","3.54167766406211E-11","6.17463991022163E-11","1.1758796678776E-10","1.86071693759217E-10","2.66432853933758E-10","3.41939347071416E-10","4.63344584904663E-10","5.93601720653781E-10","7.42904898701564E-10","9.63510864179213E-10","1.2620684276575E-09","1.82009056723602E-09","2.58779918968117E-09","3.55956209475752E-09","5.41181609761745E-09","8.06345787435635E-09","1.1425893170741E-08","1.83894756454642E-08","3.76844966500906E-08","7.06724181299609E-08","1.39939241824093E-07","3.0727858518674E-07","9.55586908632899E-07","3.51533739232074E-06","9.22231506660088E-06","2.86589517282719E-05","0.000204526495493894","0.0029084961408762","0.0775070106399006","0.397539014625674","4.15507153812119","89.876929099977","2190.29497565421","4357.4375789192","5192.5113691402","5694.00531170312","5903.64004825248","6312.20302945222","6860.17361028295","7425.42207010544","8292.34596913967","9449.19168369948","10639.5776040178","11661.8397327816","12804.8244483306","14307.3506078331","16194.3301916303","17190.6722204437","19854.7585112835","22157.264866894","24159.8947513422","26520.7303467544","28500.9187835869","29323.3013171271","30409.5608672002","31686.271471932","33437.550663744","35096.1405105121","35038.9488062907",
"Barbados","BRB","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","","","","","","","","","","2616.90271825617","3300.485866801","3528.01069535996","3991.31486235141","4444.50439648281","5364.29716686493","8066.94454569948","8847.35645252985","9213.70602728296","9757.01653512094","10603.030220006","11062.9829079841","12107.3285702618","13286.2037424616","14078.8508321427","15521.5590030812","15509.7285510073","15516.6620849751","14888.356346761","15727.5011464022","16334.8974869098","16765.9942471471","17802.1097409819","18737.2055648568","21037.0766408994","21951.8958791666","22536.8401280243","22418.8422497376","22723.0335414358","23398.7409370432","25025.1559304425","27645.4834973943","30399.1350572124","33541.3220619948","34185.1642816829","31770.8203637761","32112.7419532061","32916.706421143","32499.347898117","32902.5586188945","32978.1444746774","33049.799002548","33800.0965717045","34783.3378169228","35490.5107451856","36296.9956902108","30747.7094070035",
"Brunei Darussalam","BRN","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","3409.5126477195","3788.42962880101","3784.92787649183","4175.67877045217","3992.84766497298","4232.22419516714","4443.80564891798","5376.89680667535","7169.597888443","16871.1992725819","17139.8521359854","20907.6367787933","24192.2652060189","24366.3114441973","32501.2260389347","54433.6703115329","46116.2743029691","44284.7853094184","38307.092369137","36981.611176298","34540.6344680093","22240.0256369172","24418.1592406289","22155.0295615883","23155.3758908119","24664.3011201558","24022.5688183676","24882.4336955252","23551.2134164525","21568.3429376892","22584.0760386656","23678.6816361368","24736.9871971586","21244.927695176","23901.4879802829","31053.5537839996","29512.8883033317","30172.3156380037","32336.1092005265","37018.8062342461","43449.8644251627","49224.0629608223","49226.9986425472","53761.0234622501","40664.8050804632","48091.5205566162","59191.6928930851","59655.3512933681","55979.7633118537","52866.6741503936","42847.433444039","37513.9057292796","39454.5338896205","42663.6516225289","42407.46925889","37863.0433964088",
