"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"PX.REX.REER","Real effective exchange rate index (2010 = 100)","Real effective exchange rate is the nominal effective exchange rate (a measure of the value of a currency against a weighted average of several foreign currencies) divided by a price deflator or index of costs.","International Monetary Fund, International Financial Statistics.",
