"Data Source","World Development Indicators",

"Last Updated Date","2022-02-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Curacao","CUW","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","111.504159366306","107.741146268333","105.224976327814","102.996919779102","102.043732737115","102.209160867108","98.1099691172611","93.1954012859516","92.3506996374541","90.5969314983521","88.9513523968836","88.5226537030009","91.3785810500582","91.1259774661119","93.4205684391271","94.5338333277932","93.7829562176437","92.2188383871693","95.6687733225424","93.773341174079","91.1535581212684","92.0624252835344","94.8521485893103","101.522339489046","103.001956567585","102.358489124229","101.713021155708","100.928662135944","103.747286109549","104.662987899954","100","100.058554942939","97.3754014007556","96.4753267717393","94.8709111834585","88.7979068565604","88.8129454518442","88.7973578442301","90.0586661914635","87.9126189625582","87.1366111365096",
"Czech Republic","CZE","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.0561137493329","43.0783104173419","45.0683162538764","52.1999586128695","55.2138372331879","56.9856572281177","60.6550343480221","61.5846330983868","67.1525100529712","65.9903188825539","67.032389812228","71.2158347816032","79.415905163074","78.0243701633126","78.7894043902291","83.1632117657066","87.6122346439637","90.0241510666276","103.504377100818","99.3266291782721","100","101.887189533267","98.430289600528","96.4539782128431","90.890149974376","88.6758407904371","90.9352499288294","94.7366410486598","99.1470446209029","99.4351543876248","100.011435904139",
"Germany","DEU","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","121.202830591195","114.605333571312","104.798761352614","106.710669788289","107.379341753475","102.644291481483","99.8957047490854","105.773196116113","109.239233526241","107.019995546764","104.638268113923","107.781619681565","105.909509307514","110.879926781679","115.210301984625","115.989813490102","121.209814062448","116.815334111626","110.192562620348","110.370665699525","106.895135212701","99.6845457068367","99.6658187170609","100.721238864417","106.129392851904","107.648012412538","105.217229800144","104.254567034808","105.770242201954","105.88211650962","106.463131640825","100","98.8978757401354","95.2402443742156","97.5755272719123","98.2325996505408","92.5287601714831","94.0104830284801","94.7929195984873","97.0148682194446","95.4335700576373","96.7094245386297",
"Djibouti","DJI","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Dominica","DMA","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","109.511255805336","111.915643590634","120.948417549778","124.990906406994","132.992940559783","143.910098955648","147.917795896013","137.21473449803","130.160637192646","125.313101090906","130.698799585415","125.619331488826","127.490697028104","128.571118118901","131.598767262256","127.314119602595","119.997658461876","119.176605464606","119.738210402474","120.347259054851","119.635016764808","120.31828052159","121.936684506965","120.188408704938","117.544808974503","112.8083982832","107.858856019233","106.114267201316","102.689685494293","100.047110853234","101.257212276085","100","95.197500411647","95.5414166544409","94.515370456491","94.2051869979341","98.2478904074687","99.3725151152403","98.330115510909","96.3073651298417","97.9914599612351","95.9967411946836",
"Denmark","DNK","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","98.5228552941741","91.8913590365537","87.5687228797176","85.8878618122947","86.631484531156","85.1050885484433","86.2040048059585","91.7053228282139","95.8917964626022","95.9235099939726","94.3302606180261","98.514138026741","94.6592832010436","95.577103058275","95.6295604055655","95.5574762648986","99.6598996293048","98.6725028318906","95.5155890208073","97.1378681517921","96.735136953325","92.7537615853528","93.7157275924637","95.56319543593","100.49663104069","101.399754377512","100.138283277536","99.7314980277729","100.403311225226","101.743671053046","104.462085512174","100","99.2328036504839","96.6753597788006","97.6771185499285","98.4340511287577","94.4472891689064","95.6655169322759","96.0760421671132","97.1652601187887","95.4741771984719","96.6854036215849",
"Dominican Republic","DOM","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","143.671467460961","146.060216939099","147.869325385669","141.252175881413","98.4896267193421","113.537401452864","104.006430186369","85.0425980691895","71.2575418629286","85.9060801947533","84.5569906092466","85.3027530552598","85.9697136476708","89.7069517118967","93.993365600617","98.8391380871737","102.608734889715","102.505575933361","102.646767410645","98.9993836941997","103.492421583641","108.252370594814","105.65349130663","79.923303816441","79.9631743147275","106.854704710223","100.516702546773","100.675040359533","99.7651941295244","99.5778268967453","100","96.4234922362276","96.3335103047541","93.5529114739682","91.6401178928907","94.2010424074118","93.7748678755561","90.8788346440067","87.8447627435468","86.8275307156785","81.0165162982886",
"Algeria","DZA","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","314.25324829442","349.095397108533","365.176720575348","383.011911751434","417.261593536965","449.509237153556","415.051639725569","367.181687884278","303.827584436474","260.606582066978","220.569249699912","131.552366975494","134.913306208057","161.832915196388","139.736456114617","117.137388558759","119.646686792464","129.167971634427","135.549574852941","125.317141819118","119.416283293121","123.205056460905","114.231146601025","103.083543897709","103.521806426298","101.744304080672","101.317978888564","99.9214719268866","102.242944384111","100.27477321592","100","99.1242996283616","103.914796249714","101.767637216211","102.88001993376","96.5082297921775","95.536612807151","97.8332719296883","93.2756319410116","95.4008642242312","91.0252336877072",
"East Asia & Pacific (excluding high income)","EAP","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Early-demographic dividend","EAR","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"East Asia & Pacific","EAS","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia (excluding high income)","ECA","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia","ECS","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ecuador","ECU","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Egypt, Arab Rep.","EGY","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Euro area","EMU","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Eritrea","ERI","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Spain","ESP","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","94.09017818081","88.7677598597207","88.5935544623138","77.7183552274209","80.0528675869506","81.5598981871999","86.7744359019852","90.3131610692424","94.5825746002454","100.337427114625","107.282312443545","107.886561305348","107.329096138941","95.5321095083328","91.1216696139608","92.7607214622621","94.6473591313254","90.4791958900113","90.9700084260675","90.3682178413075","88.4462146302616","90.0955447139666","92.1670704523083","96.7495468340111","98.695005662195","99.1274959907199","100.460395675394","102.021520191728","103.91668868055","103.784855414346","100","100.399060557775","97.9742212724409","99.688560857504","99.1423920973047","93.7036737759201","94.3279067243398","95.4936651578109","97.4710255686068","95.6842094907373","96.1178682444016",
"Estonia","EST","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ethiopia","ETH","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"European Union","EUU","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fragile and conflict affected situations","FCS","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Finland","FIN","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","112.59389650137","116.604313000676","119.838849946883","123.294619969958","119.636559825943","123.62509728664","124.531564126398","123.725027291343","126.828150298987","131.256898978224","138.370798018822","142.1632324801","135.293529287054","117.389528245529","99.8751319592574","106.355325452234","115.82218921562","110.647889291653","105.739628116759","106.319417446426","105.370686308459","99.9878433508313","100.632192032797","102.080852708543","107.060642589818","107.012718511805","103.832224093886","102.475190927933","103.952939753068","105.685401889027","106.703670695983","100","99.8108310528686","96.9988190741744","98.9522096939419","100.456003474214","96.1054334288302","97.2250043521858","96.6696098596725","98.6445062790945","97.0243108981904","98.2349929148877",
"Fiji","FJI","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","170.035184318562","174.849423164816","175.549469278586","174.705564868861","177.133182611195","179.599363131293","161.525178460776","137.24664480217","117.136511576341","117.277960960397","118.310646780936","121.670573919897","121.933084004259","126.187231809129","126.522172392067","124.18684683573","124.602330507649","128.495901690721","109.411996081566","109.550434923731","106.149213596415","107.507527818589","107.734721136311","115.206127580057","117.407080405323","116.878616098732","114.703340052048","117.046586538571","119.690680688173","104.879043556476","100","103.809766699506","105.864843799871","105.624909650838","103.821199911665","105.575190359516","110.085071021703","111.955492052015","112.706418980686","113.368714725045","107.676930690092",
"France","FRA","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","118.938662804472","113.645671711095","108.500613946297","104.483703511242","102.767563416307","105.341581811055","109.115108427403","110.410632501359","108.443726794944","106.286846197942","109.946839698536","105.825841184245","107.315397397876","108.399027037579","108.15744812952","111.12302032639","110.595214723119","105.220058771126","105.593078464253","102.509561869823","97.072930448368","96.7596663313516","98.3632319733212","103.746077528805","105.538152428259","104.026251143318","103.354057036564","103.875481048082","104.489949861077","104.536722747421","100","99.2137492708101","96.0169492568763","97.3014177817864","97.327685214986","92.0402103425688","92.9277644821847","93.3688914107436","95.3894442926289","93.771682367492","94.7243538341133",
"Faroe Islands","FRO","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","223.687378387299","199.220058181144","201.019392954949","197.85209458345","189.888779725225","195.856907817627","213.276244912214","209.493432654055","181.287674884742","214.226774708294","215.301079430551","167.661339262682","151.348236082984","146.719080930815","99.0341788018038","109.473010645197","108.173333195334","106.361327725295","107.15481263746","102.152663191577","96.3250678772187","96.4473035668821","96.352085030801","101.026466718738","101.005942587034","101.849190264337","97.9927902815423","102.357765871472","105.842235743721","106.579377794416","100","98.1645427743032","94.8014978743182","96.131825391772","100.296870850704","93.6340834824992","95.7332501267422","97.6575198517386","102.979444249287","102.733122818211","105.15325577551",
"United Kingdom","GBR","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","119.249289648016","139.428159171428","143.822882868076","138.687636185139","127.374815628688","121.812340459595","124.120546765424","115.552521749639","115.386905696025","118.899140903238","117.138135080543","119.573096336323","123.665337350014","120.213047462434","108.61311882782","108.699890248749","104.065247000106","106.446015816047","123.321054514585","129.252229965925","129.108475643785","130.420913908252","127.261061950741","128.159516831771","122.931471434091","127.764994362637","125.427853225959","126.176783028919","128.269760954091","111.765954600713","100.305761944183","100","99.8300451757088","103.402893924218","102.052932590941","108.703956346267","113.755466316959","102.383088513766","97.0759638303222","98.8447741326676","98.4225230021395","98.6180610004287",
"Georgia","GEO","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.9002895092137","71.2285545683703","89.9250646661693","93.8136345439625","91.5048043220498","78.2740696518235","85.1386196399383","85.1317884417642","82.5541303171175","77.986038585607","83.2596020723364","88.7621874539616","93.8681406394218","97.2103349824655","107.603444616117","104.538990810465","100","108.423747095426","110.328551037085","107.135705207187","106.263394191993","98.356337522167","99.3430899100798","97.7541611085201","98.1906820538793","93.4084609824283","89.1399066909214",
"Ghana","GHA","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","664.923547951475","1482.54837728603","1851.54604232952","3054.06333732171","483.699387475839","351.642823558812","222.892329182457","165.324518334896","151.877698530768","142.089767655871","141.677711820892","143.999519538557","126.958181775204","110.768533817422","89.6912642078385","103.920118708027","112.64814763885","120.235288062797","128.426347325253","117.840344431928","86.0139264705803","93.3404711366733","88.5541610679262","91.0231907067866","94.1741063259996","103.570723227614","110.049523366959","109.41023759682","104.346156501453","94.7526113057812","100","94.6210437170851","88.2392770458188","88.1992273751149","68.9431216184179","67.0972853619213","77.0104510714889","76.3451785757422","75.1320176994449","72.0107369524673","72.9708420743025",
"Gibraltar","GIB","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gambia, The","GMB","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","269.627045584044","258.294436375123","259.537852690923","261.57973989341","248.560917173447","266.608427723319","191.609059545127","202.022798026369","222.103907830401","214.694060662988","205.326658312226","197.209417248111","198.892975876192","212.490866305758","201.253554753917","195.179430046832","191.677583032811","197.738995277598","196.585460752777","192.028486250419","183.551362438722","158.511361675581","131.567296697368","95.2359802669619","93.8087243534213","99.7010125176595","99.2148819227985","107.563747226557","113.751144618318","102.805220590379","100","92.4866483786046","89.0114473179514","81.6217245077223","73.8105505956433","73.3563388115637","88.947370214487","90.4222752643963","89.1109313736981","93.1942654219491","93.9176374737688",
"Guinea-Bissau","GNB","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Equatorial Guinea","GNQ","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","","","","","","125.391526820628","105.544829491827","91.2988800258889","87.4680146119845","85.6518718874378","85.8151372016357","78.9442376355152","75.5967677644008","79.4453400825825","57.10290302076","68.0335064288326","68.029254392764","62.8527278603772","66.8722002635339","63.8347104714132","59.335877695238","62.4036444611323","68.267237867985","79.9120656393934","85.3108112224422","89.6695777485637","91.1054096386988","94.2576820403806","96.9080474719087","100.535085351769","100","102.30411422219","99.4356391512921","102.661409930649","106.119215804241","99.3076760265268","101.71876414996","102.279647619215","104.379236267401","102.034425564477","108.041772849873",
"Greece","GRC","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","83.9594585428346","87.1458938668523","90.4257459188063","83.5962665323626","81.0505047284822","78.417172455492","73.4720808520523","75.1775613996524","77.3230370183952","78.2278185300162","82.6513445901807","83.5405670782117","85.9738350981598","86.5308506487252","87.6016541308819","90.4459191711124","94.415531778865","94.1080886403709","91.4397352939145","91.4136573214369","85.1469233380713","86.1605532953538","88.8017178439068","94.6974080711766","96.2899540098348","96.0862883247826","96.6413336108176","97.8909249142558","99.4616960897216","100.770425455561","100","100.725788207096","97.4930414147849","96.4683063277217","94.8680577590932","89.5646890409332","89.741816881016","90.2984616942014","90.8109570516423","88.8524189286293","87.7276827218863",
"Grenada","GRD","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","92.1914317634467","95.9058066182959","110.900094377756","117.717087692498","124.092262503181","132.370759325923","132.498786522174","123.39632863244","110.951949305472","109.149408533791","114.655323993738","106.573314747144","105.33701563849","104.314008818488","109.935117434176","109.936558484961","106.325474225323","106.814157432858","107.850443092114","108.506474669195","109.321881488995","111.872076440858","112.479101942323","110.585633223248","106.133411745594","102.274482861843","101.155141264178","101.393218779304","98.6991545704116","98.9766775941413","100.633828784099","100","97.0600097476244","97.7104922463758","96.4610785501093","93.6310348706175","97.0186830011716","99.1687010550692","97.8155221306957","95.4575307860556","96.143457282271","94.2780869973841",
"Greenland","GRL","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guam","GUM","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","826.919626286504","896.573364901691","1014.27259190961","1185.68514431711","1220.72915566128","1259.92569066246","1192.20065898448","615.629841458194","270.816527633488","217.257461911793","153.952063006803","130.807303595581","143.488279687608","155.9409077955","88.0294764660647","89.6562904367797","96.1505695262599","98.7881994122235","99.8991919310652","89.9421535117212","94.2419587419488","94.4794869725068","95.5089367756124","92.2850822122488","88.1454491799731","89.9453678991957","92.3115697870328","94.8905296904045","94.4553181758194","100.133078079765","100","97.7585589694909","99.2776952401219","99.5701638150999","99.0777600827534","105.434949471531","107.282278991442","107.041969239194","104.61732469773","107.479140676622","108.11608029456",
"High income","HIC","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hong Kong SAR, China","HKG","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.9266283226","93.3870877803877","91.7774833953703","100.8345735325","106.052568977186","108.692232729139","121.300250538159","135.654782103946","153.398754136854","147.962787993114","146.689118904364","151.898117498711","145.644665134432","129.149548656424","116.102698869754","112.029363221026","109.621863103872","106.125747148886","101.568950213103","102.230376013967","100","97.9650297075299","104.367899425061","109.445173962626","112.43888444101","121.137135576489","122.367791550574","122.942177860489","121.436991818956","127.301051842906","132.404721287786",
"Honduras","HND","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Heavily indebted poor countries (HIPC)","HPC","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Croatia","HRV","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.4790040768759","94.5296904367541","90.0055067926105","89.629806241658","93.0211543186661","93.9514800958294","94.545737666392","95.6701956026205","96.8118447920138","98.2948052440599","98.7951538136851","102.289350306997","102.935886558895","100","97.5019834256079","95.4187145974626","96.8259943440705","95.8376506808648","92.7213886879951","92.9974718313163","93.6265911198639","95.3732939847747","94.0119498402892","92.6028532197211",
"Haiti","HTI","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hungary","HUN","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.7267230113994","63.9762465876208","69.2332074404308","69.0598984759321","66.2914668337988","67.9489877405581","71.376945435819","70.9304877820312","72.4847833208949","72.9817173491841","78.7040111117517","86.8630538023911","89.1256856016881","94.8752027144695","96.2144308950802","91.6237655811165","101.999676058089","104.891757226214","98.9897541891455","100","99.7526065603335","97.0333018735123","95.994602093849","92.1243858111559","88.3448091237313","88.9380557836139","90.5993511062981","90.1450213062119","88.9163735344367","85.4502954592148",
"IBRD only","IBD","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA & IBRD total","IBT","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA total","IDA","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA blend","IDB","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Indonesia","IDN","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA only","IDX","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Isle of Man","IMN","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Not classified","INX","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","82.6571431810133","88.0209923944349","87.41598985043","94.3402598794562","95.6801173437511","95.7421256827394","97.1180210220119","104.665260321164","102.90209241241","101.15137738889","99.6026510746287","104.564350658361","100.823198582812","103.321958765205","96.4972542381093","95.8579843115925","96.6783685732319","99.0276747864958","91.6680204833795","88.8934264219052","85.5573124513627","82.0043591727405","84.8870240323125","89.6537414667614","99.0254735231296","101.881454386168","101.536882153392","103.459686937996","109.061214630752","113.202483846405","107.736454584728","100","100.233465889955","95.6417937533265","97.4099516572966","96.6101032511331","88.6201167100475","89.5502863964058","89.82908634839","90.7600106729939","88.2604088256638","88.3790878048369",
"Iran, Islamic Rep.","IRN","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","207.709396987327","227.407343358255","270.966726054911","317.16043462864","375.508976793338","423.138406672529","251.225650217167","166.226306761568","184.565734121461","216.850385306622","217.220026281544","146.553649519715","131.318251763969","72.2306756341953","54.4822852619477","67.2023960722184","90.4347289619818","117.324205129679","146.052526429582","180.820820775021","219.499645661225","260.567301320922","296.312677472396","112.36274174276","70.5372396656125","70.303143372323","72.1573063911925","73.8448883759506","77.5057974794275","87.4710525540392","99.0017191175523","100","114.119134354134","126.755989542872","123.150173132987","91.353165559928","96.3968453576897","98.6769376093969","97.5912746371055","91.1979114220515","126.516790672422","164.552401333416",
"Iraq","IRQ","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Iceland","ISL","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","139.43513067605","146.595951365658","152.871529405486","140.197720869134","129.70480099496","138.331938606074","137.081951073733","136.740476122146","147.854321287005","155.545566364465","142.227609212388","140.995484084858","143.951397946045","144.312694868782","133.464447375366","125.466880671939","125.159576053854","125.381496381929","127.608654545392","131.940613663974","133.474179754775","137.242087682389","120.224669355717","127.68894924525","135.945048827475","140.063063981294","156.976834923304","145.741881288402","153.634151270103","120.238028684037","96.6783233620885","100","100.920096992511","99.8295288357211","104.035311005465","111.186797421063","114.030016264745","128.318910591435","143.669941077986","139.919440508475","130.573706867251","120.676725530096",
"Israel","ISR","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","94.0935729596967","96.0810493194586","97.8113023545008","102.369843491157","111.489536402096","104.681439764937","102.32244081352","99.7595346321161","96.7226252534285","106.728841625558","108.067916503552","105.720558110449","107.291402845242","104.552679651157","103.214942178151","104.290333434698","105.094005961409","110.234536800704","115.321299462629","112.221752181876","106.77068249702","112.545777995725","111.447113399829","100.786744574472","95.7304702951369","89.8657401024751","87.5626817367341","87.1477307510959","88.1902475734356","98.3362179793034","95.8033700145244","100","101.161031211613","95.994341155132","102.300028483731","103.131441541833","101.784637182762","103.368186251147","108.158580532329","106.043710098775","108.87038208048","111.267960148608",
"Italy","ITA","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","97.4557787404586","93.9012975156072","95.0157741834125","100.226372882957","101.085224801313","100.686273917306","107.802078394843","110.954645100978","110.078403928751","112.769474678007","118.37872061066","118.335425409315","116.508285690796","98.1259337818671","95.7142637446531","89.2873606749312","99.25008509217","98.7570023237777","99.2305015091956","97.9670099367211","93.1713328733017","94.4401384100008","96.7372119072892","102.86254483035","104.631737134343","102.828377490259","102.440800850676","103.080676278093","103.933226127704","105.065674081747","100","99.8672656888829","97.758088867121","99.4795608824709","99.3329396371956","93.8795012339291","94.5925787186727","95.2728671973657","96.8020392231917","94.5012131190991","95.0020297082576",
"Jamaica","JAM","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
